finishedfloor1squarefeet,numberofstories,logerror,fireplaceflag,regionidcity,finishedsquarefeet6,regionidzip,typeconstructiontypeid,buildingclasstypeid,longitude,fireplacecnt,regionidcounty,taxdelinquencyflag,pooltypeid10,storytypeid,structuretaxvaluedollarcnt,poolsizesum,garagetotalsqft,censustractandblock,poolcnt,calculatedfinishedsquarefeet,taxdelinquencyyear,latitude,roomcnt,bedroomcnt,yardbuildingsqft17,basementsqft,hashottuborspa,taxamount,threequarterbathnbr,unitcnt,buildingqualitytypeid,assessmentyear,parcelid,landtaxvaluedollarcnt,propertylandusetypeid,propertycountylandusecode,yearbuilt,regionidneighborhood,fips,decktypeid,heatingorsystemtypeid,airconditioningtypeid,architecturalstyletypeid,propertyzoningdesc,garagecarcnt,rawcensustractandblock,fullbathcnt,transactiondate,finishedsquarefeet50,calculatedbathnbr,pooltypeid7,taxvaluedollarcnt,finishedsquarefeet12,finishedsquarefeet13,yardbuildingsqft26,finishedsquarefeet15,lotsizesquarefeet,bathroomcnt,pooltypeid2
,,-0.0502,,40227,,97328,,,-118070561,,3101,,,,154000.0,,,60379107153005,,2267.0,,34552639,0.0,4.0,,,,4204.79,,1,4,2015,11235219,58000.0,261,0100,1989.0,,06037,,2,1,,PDA1*,,060379107.153005,3,2016-03-11,,3.0,,212000.0,2267,,,,6131.0,3.0,
,,0.0383,,12447,,96341,,,-118573772,,3101,,,,91592.0,,,60371134212021,,1770.0,,34228490,0.0,3.0,,,,2689.61,,1,7,2015,11098264,116523.0,261,0100,1958.0,27987,06037,,2,,,LARS,,060371134.212021,2,2016-06-30,,2.0,,208115.0,1770,,,,8640.0,2.0,
,,-0.0151,,40227,,97328,,,-118091799,,3101,,,,196724.0,,,60379107071018,,2078.0,,34553632,0.0,4.0,,,,5134.79,,1,4,2015,11239986,49180.0,261,0100,2013.0,,06037,,2,1,,PDR17000*,,060379107.071018,2,2016-02-25,,2.0,,245904.0,2078,,,,7012.0,2.0,
,1,0.5504,,26531,,97068,,,-117873212,,1286,,,,112164.0,,493,60590117121002,,1649.0,,33877905,5.0,5.0,,,,3750.26,1,,,2015,14177421,177643.0,261,122,1958.0,,06059,,,,,,2,060590117.121002,2,2016-09-26,,2.5,,289807.0,1649,,,,7560.0,2.5,
,,-0.0151,,12447,,96412,,,-118481522,,3101,,,,296000.0,,,60371415001021,,2680.0,,34135266,0.0,3.0,,,,17272.11,,1,1,2015,10865780,838000.0,261,0100,1961.0,51906,06037,,2,1,,LARE15,,060371415.001021,3,2016-08-31,,3.0,,1134000.0,2680,,,,14326.0,3.0,
,,-0.008,,12447,,96007,,,-118253114,,3101,,,,147897.0,,,60371973003008,,1596.0,,34078290,0.0,2.0,,,,9074.48,,1,7,2015,11939594,591588.0,261,0100,1921.0,268134,06037,,2,,,LAR2,,060371973.003008,2,2016-03-30,,2.0,,739485.0,1596,,,,7033.0,2.0,
,2,0.0119,,21412,,97068,,,-117844762,,1286,,,,125512.0,,440,60590117171010,1,2069.0,,33899798,8.0,5.0,,,,4101.34,,,,2015,14169205,196105.0,261,122,1966.0,,06059,,,,,,2,060590117.171010,2,2016-04-11,,2.0,1,321617.0,2069,,,,8970.0,2.0,
,,0.1898,,52650,,96940,,,-117810960,,1286,,,,338753.0,,0,60590626314000,,3635.0,,33642546,0.0,4.0,,,,10701.7,1,,,2015,14745421,684611.0,266,34,1986.0,275785,06059,,,,,,2,060590626.314000,3,2016-04-01,,3.5,,1023364.0,3635,,,,,3.5,
,,-0.046,,24384,,96505,,,-117796847,,3101,,,,79333.0,,,60374033212016,1,1657.0,,34024093,0.0,4.0,,,,6136.04,,1,4,2015,12853807,23640.0,261,0101,1971.0,,06037,,2,1,,LCR110000-,,060374033.212016,2,2016-04-18,,2.0,1,102973.0,1657,,,,18177.0,2.0,
,2,0.0459,,32380,,96962,,,-117694376,1,1286,,,,222885.0,,636,60590524223000,1,2414.0,,33657340,8.0,5.0,,,,8289.04,,,,2015,14365405,142175.0,261,122,1976.0,,06059,,,13,,,2,060590524.223000,3,2016-04-21,,3.0,1,365060.0,2414,,,,11900.0,3.0,
,,0.001,,12447,,96349,,,-118515063,,3101,,,,235131.0,,,60371397024003,1,4306.0,,34153841,0.0,6.0,,,,20392.95,,1,4,2015,10869426,78314.0,261,0101,1968.0,51906,06037,,2,1,,LARA,,060371397.024003,5,2016-01-19,,5.0,1,313445.0,4306,,,,17652.0,5.0,
,,0.1664,,45457,,96325,,,-118219546,,3101,,,,70721.0,,,60373009013024,,1837.0,,34160716,0.0,2.0,,,,1556.89,,1,4,2015,12078477,64484.0,269,010D,1974.0,276256,06037,,2,1,,GLRIPRD*,,060373009.013024,3,2016-01-29,,3.0,,135205.0,1837,,,,2440.0,3.0,
,,0.0411,,50677,,96531,,,-118109547,,3101,,,,133770.0,,,60374815004000,1,1137.0,,34072235,0.0,3.0,,,,3664.64,,1,7,2015,11909751,160307.0,261,0101,1947.0,,06037,,7,,,ALRPD*,,060374815.004000,1,2016-08-25,,1.0,1,294077.0,1137,,,,7167.0,1.0,
,,-0.1009,,25458,,96974,,,-117703000,,1286,,,,50478.0,,0,60590423202005,,676.0,,33574200,0.0,1.0,,,,2116.74,,,,2015,14715832,33215.0,266,34,1980.0,,06059,,,,,,1,060590423.202005,1,2016-02-23,,1.0,,83693.0,676,,,,,1.0,
,,0.0363,,24812,,97040,,,-117931000,,1286,,,,53801.0,,,60590112001006,,510.0,,33873000,0.0,1.0,,,,1452.78,,,,2015,14597892,47165.0,266,34,1984.0,,06059,,,,,,,060590112.001006,1,2016-04-19,,1.0,,100966.0,510,,,,,1.0,
,,-0.0661,,396551,,96330,,,-118232563,,3101,,,,86884.0,,,60373002002005,,1909.0,,34228395,0.0,3.0,,,,1547.25,,1,4,2015,12150019,31796.0,261,0100,1967.0,,06037,,2,1,,LCR110000*,,060373002.002005,2,2016-09-20,,2.0,,118680.0,1909,,,,8641.0,2.0,
,,0.0989,,12447,,96341,,,-118576025,,3101,,,,105763.0,,,60371348005000,,1640.0,,34200702,0.0,4.0,,,,3891.18,,1,7,2015,10788412,197315.0,261,0100,1955.0,27987,06037,,2,,,LARS,,060371348.005000,3,2016-06-16,,3.0,,303078.0,1640,,,,7200.0,3.0,
,,-0.1473,,24174,,96091,,,-118216904,,3101,,,,60399.0,,,60375416061005,,1819.0,,33897090,0.0,3.0,,,,4792.0,,1,7,2015,12279436,33054.0,261,0100,1941.0,,06037,,7,,,CORH*,,060375416.061005,2,2016-06-06,,2.0,,93453.0,1819,,,,6311.0,2.0,
,,0.009,,10241,,96465,,,-117982000,,3101,,,,78883.0,,,60374047022001,,1045.0,,34070600,0.0,2.0,,,,2165.91,,1,7,2015,12986823,78883.0,266,010C,1982.0,,06037,,2,,,BPR3*,,060374047.022001,2,2016-09-14,,2.0,,157766.0,1045,,,,25237.0,2.0,
,,-0.091,,12447,,96222,,,-118306672,,3101,,,,182025.0,,,60372951031010,1,1351.0,,33762731,0.0,2.0,,,,3602.09,,1,4,2015,12641655,107809.0,266,010C,1980.0,54300,06037,,2,1,,LARD2,,060372951.031010,3,2016-06-17,,3.0,1,289834.0,1351,,,,545916.0,3.0,
,,0.0392,,54311,,96378,,,-118570892,,3101,Y,,,307294.0,,,60379203281003,,2792.0,14,34410129,0.0,3.0,,,,6578.28,,1,4,2015,11171489,184374.0,269,010D,2000.0,48200,06037,,2,1,,SCUR3,,060379203.281003,3,2016-05-20,,3.0,,491668.0,2792,,,,256626.0,3.0,
,,-0.0315,,46298,,96239,,,-118175672,,3101,,,,122117.0,,,60375706023008,,1182.0,,33861334,0.0,3.0,,,,3481.61,,1,7,2015,12451931,161563.0,261,0100,1928.0,276476,06037,,7,,,LBR1N,,060375706.023008,1,2016-02-26,,1.0,,283680.0,1182,,,,4772.0,1.0,
,,-0.003,,54311,,96401,,,-118433802,,3101,,,,252180.0,,,60379200431024,,1834.0,,34408289,0.0,3.0,,,,7764.66,,1,4,2015,11151763,214804.0,261,0100,2010.0,37739,06037,,2,1,,SCSP,,060379200.431024,3,2016-08-01,,3.0,,466984.0,1834,,,,,3.0,
,,0.0305,,32380,,96946,,,-117651857,,1286,,,,110586.0,,0,60590524272002,,891.0,,33682931,0.0,2.0,,,,2235.04,,,,2015,14736757,70363.0,266,34,1994.0,,06059,,,,,,1,060590524.272004,2,2016-10-06,,2.0,,180949.0,891,,,,1674.0,2.0,
,,0.0639,,5534,,97317,,,-118154667,,3101,,,,66900.0,,,60379007032001,,1215.0,,34685969,0.0,2.0,,,,1653.77,,1,7,2015,11279902,16700.0,266,010C,1981.0,,06037,,2,1,,LRR35000*,,060379007.032001,3,2016-08-10,,3.0,,83600.0,1215,,,,66480.0,3.0,
,,0.063,,52650,,96952,,,-117778049,,1286,,,,336666.0,,588,60590525172014,,2751.0,,33665300,0.0,5.0,,,,7899.04,1,,,2015,14323621,268654.0,261,122,2000.0,274828,06059,,,,,,2,060590525.172014,2,2016-07-29,,2.5,,605320.0,2751,,,,5179.0,2.5,
,,-0.0212,,5534,,97318,,,-118074460,,3101,,,,185556.0,,,60379005072000,,2201.0,,34689121,0.0,3.0,,,,4007.4,,1,4,2015,11302319,61886.0,261,0100,2012.0,,06037,,2,1,,LRA22*,,060379005.081003,2,2016-12-01,,2.0,,247442.0,2201,,,,7028.0,2.0,
1668,1,0.01,,13150,,97106,,,-119216316,1,2061,,,,180521.0,,600,61110036051017,,1668.0,,34194826,7.0,4.0,,,,3736.54,,,,2015,17150052,120345.0,261,1111,1994.0,,06111,,,,,,2,061110036.051017,2,2016-07-12,1668,2.0,,300866.0,1668,,,,6061.0,2.0,
,,0.0227,,39308,,96494,,,-117760271,,3101,,,,94593.0,,,60374016021024,1,836.0,,34106770,0.0,2.0,,,,1768.71,,1,7,2015,12898562,40857.0,266,010C,1973.0,,06037,,2,1,,LVPR10A*,,060374016.021024,1,2016-03-31,,1.0,1,135450.0,836,,,,6724.0,1.0,
,2,-0.0101,,52650,,96941,,,-117784860,,1286,,,,60132.0,,684,60590525062005,,1950.0,,33687530,8.0,4.0,,,,1109.23,1,,,2015,14304647,30605.0,261,122,1971.0,273611,06059,,,,,,2,060590525.062005,2,2016-07-14,,2.5,,90737.0,1950,,,,6382.0,2.5,
,,0.0526,,12447,,96029,,,-118386167,,3101,,,,628673.0,,,60372149011003,,2362.0,,34075566,0.0,3.0,,,,21529.69,,1,1,2015,11630655,1131164.0,261,0100,1925.0,276450,06037,,2,,,LAR1,,060372149.011003,3,2016-07-21,,3.0,,1759837.0,2362,,,,6000.0,3.0,
,,0.0149,,50677,,96531,,,-118148000,,3101,,,,176112.0,,,60374808042008,,1174.0,,34095000,0.0,3.0,,,,3686.59,,1,4,2015,11896356,112253.0,266,010C,1991.0,,06037,,2,1,,ALRPD*,,060374808.042008,3,2016-07-01,,3.0,,288365.0,1174,,,,8940.0,3.0,
,,-0.0305,,12447,,96015,,,-118417236,,3101,,,,166171.0,,,60372717013001,,896.0,,34028540,0.0,2.0,,,,8444.35,,1,7,2015,11558447,528821.0,261,0100,1940.0,117183,06037,,7,,,LAR1,,060372717.013001,1,2016-06-07,,1.0,,694992.0,896,,,,5642.0,1.0,
,3,0.01,,24812,,97043,,,-117918679,,1286,,,,37523.0,,360,60590016015016,,1671.0,,33889567,7.0,3.0,,,,4077.94,,,,2015,14140310,28486.0,261,122,1955.0,,06059,,,,,,1,060590016.015016,2,2016-10-26,,2.0,,66009.0,1671,,,,10656.0,2.0,
,2,0.0478,,12773,,96996,,,-117633903,,1286,,,,126133.0,,440,60590320202014,,1936.0,,33606653,7.0,3.0,,,,6367.5,,,,2015,14475660,491838.0,261,122,1979.0,,06059,,,,,,2,060590320.202014,3,2016-03-08,,3.0,,617971.0,1936,,,,5500.0,3.0,
,,0.0898,,,,96395,,,-118574767,,3101,,,,345917.0,,,60379203261017,1,2327.0,,34386231,0.0,4.0,,,,10280.9,,1,4,2015,11136810,277693.0,261,0101,2003.0,,06037,,2,1,,LCA25*,,060379203.261017,3,2016-05-18,,3.0,1,623610.0,2327,,,,6360.0,3.0,
,2,-0.0367,,42967,,96203,,,-117999853,,1286,,,,96963.0,,417,60590878023003,,1163.0,,33811683,6.0,3.0,,,,3017.2,1,,,2015,13920960,132958.0,261,122,1972.0,,06059,,,13,,,2,060590878.023003,1,2016-11-01,,1.5,,229921.0,1163,,,,2254.0,1.5,
,,0.0109,,12447,,96452,,,-118406000,,3101,Y,1,,68035.0,,,60371244002004,,781.0,15,34176000,0.0,1.0,,,true,2850.72,,1,7,2015,10893738,45438.0,266,010E,1978.0,268548,06037,,2,1,,LAR1,,060371244.002004,1,2016-01-05,,1.0,,113473.0,781,,,,17472.0,1.0,
,,0.0109,,12447,,96349,,,-118508383,,3101,,,,522551.0,,,60371396002009,1,4273.0,,34162694,0.0,5.0,,,,17762.09,,1,4,2015,10852646,910493.0,261,0101,1972.0,51906,06037,,2,1,,LARA,,060371396.002009,4,2016-08-12,,4.0,1,1433044.0,4273,,,,17499.0,4.0,
,2,-0.009,,33252,2530,97064,,,-117832197,,1286,,,,67609.0,,0,60590758064017,,2530.0,,33774721,0.0,0.0,,,,1454.24,,2,,2015,14239585,25092.0,246,38,1968.0,,06059,,,13,,,0,060590758.064017,,2016-09-29,,,,92701.0,,,,,7515.0,0.0,
,,-0.1637,,12447,,95986,,,-118327626,,3101,,,,782652.0,,,60372127021010,1,4112.0,,34055684,0.0,5.0,,,,15216.7,,1,1,2015,11756380,410888.0,261,0101,1925.0,274514,06037,,7,,,LARE11,,060372127.021010,3,2016-10-19,,3.0,1,1193540.0,4112,,,,14463.0,3.0,
,,-0.0534,,46298,,96241,,,-118187000,,3101,,,,59000.0,,,60375720022001,1,660.0,,33821400,0.0,1.0,,,,2460.28,,1,7,2015,12465893,121000.0,266,010C,1973.0,273109,06037,,2,,,LBR4N,,060375720.022001,1,2016-06-08,,1.0,1,180000.0,660,,,,83449.0,1.0,
,2,0.0592,,25218,,96966,,,-117992421,1,1286,,,,110796.0,,486,60590993053015,,2144.0,,33674137,7.0,3.0,,,,2635.78,,,,2015,13864922,96494.0,261,122,1977.0,,06059,,,,,,2,060590993.053015,3,2016-01-23,,3.0,,207290.0,2144,,,,3240.0,3.0,
,,0.189,,12447,,96387,,,-118629454,,3101,,,,198577.0,,,60371374022005,,3302.0,,34154326,0.0,4.0,,,,3255.21,,1,4,2015,10757227,38938.0,261,0100,1962.0,48570,06037,,2,1,,LARS,,060371374.022005,3,2016-05-03,,3.0,,237515.0,3302,,,,15860.0,3.0,
,,0.088,,12447,,95985,,,-118320483,,3101,,,,511678.0,,,60371924104001,,3330.0,,34082274,0.0,5.0,,,,18897.86,,3,7,2015,11994598,1023359.0,247,0300,1923.0,274517,06037,,,,,LAR3,,060371924.104001,4,2016-06-16,,4.0,,1535037.0,,,,3330,5759.0,4.0,
,1,0.0564,,12773,,96996,,,-117637124,,1286,,,,126345.0,,460,60590320373012,,1279.0,,33619613,5.0,2.0,,,,1815.3,,,,2015,14476287,55425.0,261,122,1980.0,,06059,,,,,,2,060590320.373012,2,2016-09-12,,2.0,,181770.0,1279,,,,3478.0,2.0,
,,-0.006,,26964,,96152,,,-118462056,,3101,,,,436305.0,,,60377022023009,,2473.0,,34008068,0.0,4.0,,,,14264.33,,1,1,2015,11586631,742324.0,261,0100,1942.0,,06037,,2,1,,SMR1*,,060377022.023009,3,2016-01-21,,3.0,,1178629.0,2473,,,,5483.0,3.0,
,,-0.0101,,32380,,96962,,,-117684463,,1286,,,,116915.0,,0,60590524251005,,1145.0,,33655760,0.0,3.0,,,,2151.92,1,,,2015,14597529,91785.0,266,34,1989.0,,06059,,,,,,1,060590524.251003,2,2016-05-10,,2.5,,208700.0,1145,,,,,2.5,
,2,0.0554,true,33252,,97063,,,-117838000,,1286,,,,87092.0,,0,60590762023016,,1334.0,,33830900,5.0,3.0,,,,3023.82,,,,2015,14672316,175419.0,266,34,1964.0,,06059,,6,1,,,1,060590762.023016,2,2016-06-03,,2.0,,262511.0,1334,,,,,2.0,
1200,1,0.0411,,34543,,97081,,,-119295384,,2061,,,,78538.0,,,61110022002002,,1200.0,,34288483,5.0,3.0,,,,2461.56,,,,2015,17074748,145857.0,261,1110,1926.0,761218,06111,,,,,,,061110022.002002,1,2016-07-15,1200,1.0,,224395.0,1200,,,,4102.0,1.0,
,,0.0507,,24812,,97043,,,-117879000,,1286,,,,10127.0,,,60590117071026,,,,33906400,0.0,0.0,,,,3281.5,,,,2015,14175907,168667.0,263,73,,,06059,,,,,,,060590117.071043,,2016-02-26,,,,178794.0,,,,,4059.0,0.0,
,,0.0178,,12447,,95989,,,-118325309,,3101,,,,167547.0,,,60372343002002,,2414.0,,34006673,0.0,4.0,,,,5314.2,,1,4,2015,11709648,252396.0,261,0100,1930.0,274293,06037,,2,1,,LAR3,,060372343.002002,2,2016-08-30,,2.0,,419943.0,2414,,,,4742.0,2.0,
,2,0.005,,25218,,96967,,,-118057771,,1286,,,,122788.0,,0,60590995142021,,1934.0,,33712502,7.0,4.0,,,,7280.26,,,,2015,14613987,519799.0,266,34,1965.0,,06059,,24,,,,2,060590995.142023,3,2016-09-20,,3.0,,642587.0,1934,,,,,3.0,
,,0.0853,,12447,,96086,,,-118402977,,3101,,,,1817454.0,,,60372611012000,1,5923.0,,34121584,0.0,5.0,,,,57071.86,,1,12,2015,11655237,2844523.0,261,0101,1974.0,113749,06037,,2,1,,LARE20,,060372611.012000,8,2016-05-20,,8.0,1,4661977.0,5923,,,,25899.0,8.0,
,,-0.0965,,,,96989,,,-117589404,,1286,,,,904570.0,,625,60590320564006,1,5070.0,,33560204,0.0,5.0,,,true,15167.46,1,,,2015,14461415,521995.0,261,122,2000.0,,06059,,,,,,2,060590320.564006,4,2016-04-07,,4.5,,1426565.0,5070,,,,9731.0,4.5,1
,,0.1432,,47568,,97006,,,-117884237,,1286,,,,316870.0,,465,60590753011017,,2740.0,,33776483,0.0,4.0,,,,7164.54,,,,2015,14103801,221357.0,261,1,1999.0,273042,06059,,,,,,2,060590753.011017,3,2016-03-08,,3.0,,538227.0,2740,,,,6490.0,3.0,
,,-0.1393,,12447,,96415,,,-118502604,,3101,,,,134637.0,,,60371319001001,,1361.0,,34207701,0.0,2.0,,,,4987.46,,1,7,2015,10820282,313133.0,261,0100,1950.0,32368,06037,,7,,,LAR1,,060371319.001001,2,2016-01-13,,2.0,,447770.0,1361,,,,6775.0,2.0,
,,-0.002,,12447,,96008,,,-118281664,,3101,,,,224395.0,,,60371882023002,1,1613.0,,34113775,0.0,2.0,,,,13739.97,,1,7,2015,12038646,897582.0,261,0101,1941.0,274359,06037,,2,,,LAR1,,060371882.023002,2,2016-07-19,,2.0,1,1121977.0,1613,,,,7698.0,2.0,
,,-0.0171,,12447,,96364,,,-118554380,,3101,,,,95368.0,,,60371316002001,,1296.0,,34217810,0.0,4.0,,,,5025.31,,1,7,2015,10765396,307523.0,261,0100,1955.0,40548,06037,,2,,,LARS,,060371316.002001,2,2016-04-20,,2.0,,402891.0,1296,,,,7725.0,2.0,
,,-0.003,,46298,,96242,,,-118114340,,3101,,,,28123.0,,,60375737004005,,900.0,,33823953,0.0,2.0,,,,844.15,,1,7,2015,12493108,34857.0,261,0100,1950.0,276606,06037,,7,,,LBR1N,,060375737.004005,1,2016-01-07,,1.0,,62980.0,900,,,,5613.0,1.0,
,,0.0658,,12447,,96022,,,-118218682,,3101,,,,73503.0,,,60371862011002,,1183.0,,34124578,0.0,3.0,,,,4730.59,,1,7,2015,11969819,222936.0,261,0100,1922.0,114808,06037,,7,,,LARD1.5,,060371862.011002,2,2016-06-22,,2.0,,296439.0,1183,,,,3204.0,2.0,
,,0.0373,,45457,,96330,,,-118242590,,3101,,,,50000.0,,,60373006004003,,1503.0,,34211534,0.0,3.0,,,,9322.05,,1,7,2015,12049231,722000.0,261,0108,1948.0,274582,06037,,7,,,GLR1YY,,060373006.004003,2,2016-08-04,,2.0,,772000.0,1503,,,,8249.0,2.0,
704,3,0.005,,51239,,97091,,,-119023510,1,2061,,,,143000.0,,0,61110056003018,,1752.0,,34211995,5.0,3.0,,,,4408.8,1,,,2015,17188368,264000.0,266,1129,2005.0,,06111,,,,,,2,061110056.003018,3,2016-06-30,704,3.5,,407000.0,1752,,,,,3.5,
,,-0.0141,,12447,,96450,,,-118396000,,3101,,,,154658.0,,,60371232041003,,1450.0,,34197300,0.0,3.0,,,,4178.25,,1,4,2015,10880636,187952.0,266,010C,2009.0,46795,06037,,2,1,,LAR3,,060371232.041003,3,2016-01-11,,3.0,,342610.0,1450,,,,,3.0,
,,0.0373,,48424,,96050,,,-118371000,,3101,,,,128200.0,,,60377003004006,1,1317.0,,34086500,0.0,2.0,,,,8293.66,,1,4,2015,12000442,511600.0,266,010E,1965.0,,06037,,2,1,,WDR4*,,060377003.004006,2,2016-05-03,,2.0,1,639800.0,1317,,,,57528.0,2.0,
,,0.0862,,20008,,96506,,,-117779549,,3101,,,,72591.0,,,60374024023007,,1302.0,,34047693,0.0,3.0,,,,1509.93,,1,7,2015,13063947,33792.0,261,0100,1956.0,,06037,,2,,,POR16000*,,060374024.023007,2,2016-01-28,,2.0,,106383.0,1302,,,,12366.0,2.0,
,,0.124,,15554,,96993,,,-117586836,,1286,,,,80882.0,,0,60590320513001,,926.0,,33651136,0.0,2.0,,,,3417.1,1,,,2015,14659470,165556.0,266,34,1987.0,,06059,,,,,,1,060590320.513000,2,2016-09-23,,2.5,,246438.0,926,,,,,2.5,
,,-0.044,,54311,,96352,,,-118541152,,3101,,,,328090.0,,,60379203134000,,3094.0,,34372634,0.0,4.0,,,,8595.78,,1,4,2015,11139501,321264.0,261,0100,2007.0,26134,06037,,2,1,,SCUR2,,060379203.134000,3,2016-03-02,,3.0,,649354.0,3094,,,,9071.0,3.0,
4291,1,0.0188,,34278,,96385,,,-118805769,3,2061,,,,502802.0,,786,61110074021011,,4291.0,,34193832,8.0,4.0,702,,,11866.48,1,,,2015,17285162,562510.0,261,1110,1990.0,,06111,,,,,,3,061110074.021011,4,2016-06-07,4291,4.5,,1065312.0,4291,,,,22291.0,4.5,
,,0.076,,50677,,96533,,,-118131616,,3101,,,,112855.0,,,60374816051011,,1445.0,,34073722,0.0,3.0,,,,5177.61,,1,7,2015,11908508,307102.0,261,0100,1939.0,,06037,,2,,,ALRPD*,,060374816.051011,2,2016-05-24,,2.0,,419957.0,1445,,,,6207.0,2.0,
,,-0.005,,37086,,96974,,,-117722000,,1286,,,,132032.0,,0,60590626402000,,947.0,,33569400,0.0,2.0,,,,4008.22,,,,2015,14620742,215968.0,266,1,1990.0,,06059,,,,,,1,060590626.402002,2,2016-07-11,,2.0,,348000.0,947,,,,,2.0,
,,1.061,,12447,,96339,,,-118616433,,3101,,,,40163.0,,,60371343021004,,1362.0,,34214821,0.0,4.0,,,,800.16,,1,7,2015,10715606,20374.0,261,0100,1957.0,268588,06037,,2,,,LARS,,060371343.021004,2,2016-06-07,,2.0,,60537.0,1362,,,,7501.0,2.0,
,,0.0257,,12447,,96389,,,-118609000,,3101,,,,60234.0,,,60371372011015,1,599.0,,34171400,0.0,1.0,,,,2513.47,,1,4,2015,10792503,141232.0,266,010C,1979.0,48570,06037,,2,1,,LAR3,,060371372.011015,1,2016-02-24,,1.0,1,201466.0,599,,,,222508.0,1.0,
,,0.002,,54311,,96401,,,-118435348,,3101,,,,310456.0,,,60379200431025,,2248.0,,34403772,0.0,4.0,,,,8600.83,,1,4,2015,11152278,167011.0,261,0100,2012.0,37739,06037,,2,1,,SCSP,,060379200.431025,3,2016-09-09,,3.0,,477467.0,2248,,,,,3.0,
,,0.0169,,54299,,96296,,,-118093463,,3101,,,,248422.0,,,60374642002012,,1533.0,,34126425,0.0,3.0,,,,12959.84,,1,4,2015,11891156,737718.0,261,0100,1946.0,623377,06037,,2,1,,SOR112,,060374642.002012,2,2016-06-03,,2.0,,986140.0,1533,,,,6268.0,2.0,
,,0.005,,24384,,96505,,,-117815000,,3101,,,,204505.0,,,60374033233003,1,1641.0,,33999000,0.0,3.0,,,,6293.76,,1,4,2015,12859176,323843.0,266,010C,1986.0,,06037,,2,1,,LCRPD80009,,060374033.233003,3,2016-08-05,,3.0,1,528348.0,1641,,,,146501.0,3.0,
,,-0.0555,,50677,,96533,,,-118156475,,3101,,,,17520.0,,,60374819014004,,1288.0,,34069886,0.0,3.0,,,,5994.71,,1,7,2015,11904711,35465.0,261,0100,1937.0,,06037,,7,,,ALR1YY,,060374819.014004,2,2016-04-26,,2.0,,52985.0,1288,,,,6937.0,2.0,
,,-0.212,,12447,,96000,,,-118319762,,3101,,,,250000.0,,,60372129001003,,5560.0,,34049415,0.0,11.0,,,,10782.91,,4,7,2015,11749501,600000.0,248,0400,1922.0,274514,06037,,,,,LARD1.5,,060372129.001003,6,2016-06-06,,6.0,,850000.0,,,,5560,8108.0,6.0,
3422,1,0.0843,,41673,,96384,,,-118859159,3,2061,,,,456461.0,,814,61110059062000,,3422.0,,34171932,8.0,3.0,320,,,9660.46,,,,2015,17281514,456461.0,261,1111,2005.0,,06111,,,,,,3,061110059.062000,3,2016-09-22,3422,3.0,,912922.0,3422,,,,15612.0,3.0,
,,0.0178,,54311,,96401,,,-118388191,,3101,,,,126070.0,,,60379108081038,1,1040.0,,34455745,0.0,3.0,,,,2712.16,,1,7,2015,11160545,53899.0,261,0101,1974.0,37739,06037,,2,1,,SCUR2,,060379108.081038,1,2016-06-14,,1.0,1,179969.0,1040,,,,6872.0,1.0,
,,-0.006,,33836,,96513,,,-117834825,,3101,,,,246375.0,,,60374013043009,,1891.0,,34076051,0.0,4.0,,,,8777.15,,1,4,2015,12934274,222429.0,261,0100,1986.0,,06037,,2,1,,SDR115000*,,060374013.043009,2,2016-02-25,,2.0,,468804.0,1891,,,,10384.0,2.0,
,,0.0917,,37688,,96337,,,-118694000,,3101,,,,121000.0,,,60378002032022,1,1374.0,,34168100,0.0,3.0,,,,5450.53,,1,4,2015,10740007,310000.0,266,010C,1983.0,,06037,,2,1,,LCR2*,,060378002.032022,2,2016-07-18,,2.0,1,431000.0,1374,,,,107689.0,2.0,
,,0.0649,,54722,,96159,,,-118321615,,3101,,,,441346.0,,,60376510022003,,2681.0,,33816147,0.0,4.0,,,,8970.73,,1,4,2015,12609019,329938.0,261,0100,1968.0,275428,06037,,2,,,TORR-LO,,060376510.022003,3,2016-01-13,,3.0,,771284.0,2681,,,,5776.0,3.0,
,,-0.1098,,12447,,96049,,,-118344519,,3101,,,,21804.0,,,60371437002018,,1026.0,,34121943,0.0,4.0,,,,826.26,,1,7,2015,10934941,36084.0,261,0100,1938.0,274049,06037,,7,,,LAR1,,060371437.002018,1,2016-10-12,,1.0,,57888.0,1026,,,,2789.0,1.0,
,,0.007,,26483,,96197,,,-118096832,,3101,,,,57689.0,,,60375026015001,,1058.0,,33960501,0.0,3.0,,,,3284.97,,1,7,2015,12398492,175890.0,261,0100,1950.0,,06037,,7,,,PRSF*,,060375026.015001,1,2016-09-16,,1.0,,233579.0,1058,,,,5027.0,1.0,
,,0.0535,,12292,,96213,,,-118124687,,3101,,,,385000.0,,,60375708001004,,1601.0,,33857642,0.0,4.0,,,,6034.36,,1,7,2015,12483151,115000.0,261,0100,1950.0,,06037,,7,,,LKR1YY,,060375708.001004,2,2016-10-11,,2.0,,500000.0,1601,,,,6844.0,2.0,
1610,2,0.0198,,27110,,97118,,,-118796670,1,2061,,,,326151.0,,627,61110075073000,,3034.0,,34234858,9.0,5.0,,,,6251.52,1,,,2015,17225923,217432.0,261,1111,2000.0,,06111,,,,,,2,061110075.073000,4,2016-07-18,1610,4.5,,543583.0,3034,,,,17261.0,4.5,
